Function	Provider	MEASURE	Measure	LOCATION	Country	Year	Unit Code	Unit	Value
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	ITA	Italy	2017	PC	Percentage	2.076
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	ITA	Italy	2018	PC	Percentage	2.034
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2010	PC	Percentage	1.339
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2011	PC	Percentage	1.335
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2012	PC	Percentage	1.297
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2013	PC	Percentage	1.301
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2014	PC	Percentage	1.341
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2015	PC	Percentage	1.43
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2016	PC	Percentage	1.501
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2017	PC	Percentage	1.481
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2018	PC	Percentage	1.443
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2010	PC	Percentage	2.411
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2011	PC	Percentage	2.507
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2012	PC	Percentage	2.634
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2013	PC	Percentage	2.451
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2014	PC	Percentage	2.499
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2015	PC	Percentage	2.488
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2016	PC	Percentage	2.512
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2017	PC	Percentage	2.47
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2018	PC	Percentage	2.489
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2010	PC	Percentage	1.436
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2011	PC	Percentage	1.605
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2012	PC	Percentage	1.683
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2013	PC	Percentage	1.723
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2014	PC	Percentage	1.726
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2015	PC	Percentage	1.704
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2016	PC	Percentage	1.683
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2017	PC	Percentage	1.656
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2018	PC	Percentage	1.635
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	TUR	Turkey	2010	PC	Percentage	0.853
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	TUR	Turkey	2011	PC	Percentage	0.745
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	TUR	Turkey	2012	PC	Percentage	0.713
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	TUR	Turkey	2013	PC	Percentage	0.745
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	TUR	Turkey	2014	PC	Percentage	0.771
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	TUR	Turkey	2015	PC	Percentage	0.701
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	TUR	Turkey	2016	PC	Percentage	0.71
Current expenditure on health (all functions)	All providers	PARPIB	Share of gross domestic product	TUR	Turkey	2017	PC	Percentage	0.733
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	DNK	Denmark	2010	PC	Percentage	2.952
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	DNK	Denmark	2011	PC	Percentage	2.827
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	DNK	Denmark	2012	PC	Percentage	2.814
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	DNK	Denmark	2013	PC	Percentage	2.777
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	DNK	Denmark	2014	PC	Percentage	2.722
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	DNK	Denmark	2015	PC	Percentage	2.709
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	DNK	Denmark	2016	PC	Percentage	2.683
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	DNK	Denmark	2017	PC	Percentage	2.568
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	FRA	France	2010	PC	Percentage	3.188
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	FRA	France	2011	PC	Percentage	3.156
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	FRA	France	2012	PC	Percentage	3.179
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	FRA	France	2013	PC	Percentage	3.215
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	FRA	France	2014	PC	Percentage	3.235
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	FRA	France	2015	PC	Percentage	3.193
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	FRA	France	2016	PC	Percentage	3.171
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	FRA	France	2017	PC	Percentage	3.117
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	GRC	Greece	2010	PC	Percentage	3.761
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	GRC	Greece	2011	PC	Percentage	3.254
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	GRC	Greece	2012	PC	Percentage	3.699
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	GRC	Greece	2013	PC	Percentage	3.325
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	GRC	Greece	2014	PC	Percentage	3.199
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	GRC	Greece	2015	PC	Percentage	3.231
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	GRC	Greece	2016	PC	Percentage	3.42
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	GRC	Greece	2017	PC	Percentage	3.313
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ITA	Italy	2012	PC	Percentage	2.695
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ITA	Italy	2013	PC	Percentage	2.631
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ITA	Italy	2014	PC	Percentage	2.578
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ITA	Italy	2015	PC	Percentage	2.506
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ITA	Italy	2016	PC	Percentage	2.484
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ITA	Italy	2017	PC	Percentage	2.45
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	ITA	Italy	2018	PC	Percentage	2.446
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2010	PC	Percentage	2.526
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2011	PC	Percentage	2.436
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2012	PC	Percentage	2.399
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2013	PC	Percentage	2.425
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2014	PC	Percentage	2.523
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2015	PC	Percentage	2.732
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2016	PC	Percentage	2.84
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2017	PC	Percentage	2.823
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	NOR	Norway	2018	PC	Percentage	2.773
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2010	PC	Percentage	1.714
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2011	PC	Percentage	1.654
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2012	PC	Percentage	1.702
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2013	PC	Percentage	1.673
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2014	PC	Percentage	1.659
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2015	PC	Percentage	1.579
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2016	PC	Percentage	1.56
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	PRT	Portugal	2017	PC	Percentage	1.552
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2010	PC	Percentage	2.268
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2011	PC	Percentage	2.273
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2012	PC	Percentage	2.31
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2013	PC	Percentage	2.304
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2014	PC	Percentage	2.315
Inpatient curative and rehabilitative care	All providers	PARPIB	Share of gross domestic product	SWE	Sweden	2015	PC	Percentage	2.255
