"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CZE","Czech Republic","2014","2014",1503,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CZE","Czech Republic","2015","2015",1351,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CZE","Czech Republic","2016","2016",1351,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","CZE","Czech Republic","2017","2017",1305,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2000","2000",22927,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2001","2001",22604,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2002","2002",23040,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2003","2003",22281,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2004","2004",21462,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2005","2005",20902,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2006","2006",20613,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2007","2007",20159,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2008","2008",19615,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2009","2009",19296,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2010","2010",19405,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2011","2011",17433,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2013","2013",17241,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2014","2014",15174,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2015","2015",14380,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2016","2016",14871,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2017","2017",15037,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","DNK","Denmark","2018","2018",14429,"E","Estimated value"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2000","2000",22749,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2001","2001",22452,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2002","2002",22887,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2003","2003",22104,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2004","2004",21254,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2005","2005",20609,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2006","2006",20232,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2007","2007",19681,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2008","2008",19269,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2009","2009",18995,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2010","2010",19059,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2011","2011",17085,"B; D","Break; Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2013","2013",16867,"D","Difference in methodology"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2014","2014",14776,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2015","2015",13962,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2016","2016",14461,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2017","2017",14621,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","DNK","Denmark","2018","2018",14011,"E","Estimated value"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2002","2002",12,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2003","2003",22,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2004","2004",22,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2005","2005",41,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2006","2006",65,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2007","2007",101,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2008","2008",122,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2009","2009",134,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2010","2010",184,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2011","2011",208,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2012","2012",208,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2013","2013",233,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2014","2014",233,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2015","2015",246,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2016","2016",242,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2017","2017",248,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","DNK","Denmark","2018","2018",250,"E","Estimated value"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2001","2001",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2002","2002",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2003","2003",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2004","2004",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2005","2005",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2006","2006",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2007","2007",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2008","2008",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2009","2009",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2010","2010",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2011","2011",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2012","2012",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2013","2013",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2014","2014",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2015","2015",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2016","2016",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2017","2017",0,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","DNK","Denmark","2018","2018",0,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2000","2000",39027.03,"B","Break"
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2001","2001",38715.09,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2002","2002",38231.8,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2003","2003",37759.31,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2004","2004",37116.7,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2005","2005",37000.28,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2006","2006",36793.36,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2007","2007",35609.07,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2008","2008",34900.45,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2009","2009",33379.69,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2010","2010",31396.19,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2011","2011",29751.23,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2012","2012",28684.98,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2013","2013",26499.49,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2014","2014",24740.91,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2015","2015",23854.17,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2016","2016",21835,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FIN","Finland","2017","2017",18071.9,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2000","2000",20346.66,"B","Break"
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2001","2001",20057.71,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2002","2002",19929.62,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2003","2003",19879.61,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2004","2004",19776.03,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2005","2005",19531.69,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2006","2006",19195.19,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2007","2007",18885.33,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2008","2008",18585.47,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2009","2009",18221.98,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2010","2010",18118.45,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2011","2011",17793.51,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2012","2012",17598.74,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2013","2013",16966.86,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2014","2014",16852.86,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2015","2015",16731.88,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2016","2016",16135.05,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FIN","Finland","2017","2017",15397.4,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2000","2000",18150.06,"B","Break"
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2001","2001",18102.84,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2002","2002",17707.49,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2003","2003",17262.5,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2004","2004",16691.94,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2005","2005",16723.33,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2006","2006",16817.58,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2007","2007",16012.16,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2008","2008",15539.27,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2009","2009",14465.39,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2010","2010",12582.72,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2011","2011",11244.24,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2012","2012",10443.96,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2013","2013",8956.14,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2014","2014",7465.85,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2015","2015",6552.43,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2016","2016",5271.27,,
"HOPILIMM","Long-term care beds","NOMBRENB","Number","FIN","Finland","2017","2017",2247.7,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2000","2000",134.6,"B","Break"
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2001","2001",142.47,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2002","2002",122.73,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2003","2003",124.6,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2004","2004",88.09,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2005","2005",63.63,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2006","2006",66.91,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2007","2007",65.64,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2008","2008",71.76,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2009","2009",81.57,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2010","2010",108.95,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2011","2011",135.95,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2012","2012",137.86,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2013","2013",134.78,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2014","2014",148.96,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2015","2015",156.99,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2016","2016",137.94,,
"HOPIOBED","Other hospital beds","NOMBRENB","Number","FIN","Finland","2017","2017",221.9,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2000","2000",484279,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2001","2001",479025,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2002","2002",475431,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2003","2003",468418,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2004","2004",462143,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2005","2005",455175,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2006","2006",451110,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2007","2007",450615,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2008","2008",443008,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2009","2009",429674,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2010","2010",416710,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2011","2011",414204,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2012","2012",414840,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2013","2013",413206,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2014","2014",410921,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2015","2015",408245,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2016","2016",404248,,
"HOPITBED","Total hospital beds","NOMBRENB","Number","FRA","France","2017","2017",399865,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2000","2000",246817,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2001","2001",241927,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2002","2002",240654,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2003","2003",236407,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2004","2004",233832,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2005","2005",232163,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2006","2006",229883,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2007","2007",228664,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2008","2008",225675,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2009","2009",225350,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2010","2010",224385,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2011","2011",223324,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2012","2012",222031,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2013","2013",219968,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2014","2014",216599,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2015","2015",213510,,
"HOPILICS","Curative (acute) care beds","NOMBRENB","Number","FRA","France","2016","2016",210003,,
